Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"cases/sqlite3.c",0.2414181543363465,0.24022440681589974,0.24334421882761845,7.668673242712889e-3,5.361952947096713e-3,1.0734340043567998e-2
